Name,ID,L,a,b,LRV,R,G,B
Green Gold,317,73.0106,3.01988,23.3713,0.451806,0.77099,0.692076,0.534896
There's No Place Like Home,318,63.0105,4.72556,26.7491,0.315995,0.678417,0.583135,0.410931
Herald's Trumpet,319,50.4949,4.39229,25.7047,0.188361,0.542598,0.458106,0.298545
Floating Island,320,90.9876,0.080643,11.3337,0.784561,0.926484,0.896458,0.813504
Hephaestus,321,85.5184,0.986905,17.0146,0.670287,0.883802,0.832905,0.711975
Gabriel's Light,322,82.5247,0.943839,19.9341,0.612719,0.855709,0.799851,0.658428
Star of Gold,323,69.7827,1.82535,24.767,0.404413,0.729978,0.660674,0.491734
Upon Reflection,324,63.7244,2.87516,27.2177,0.324638,0.674943,0.594831,0.414043
Welcome Home,325,53.1,3.29283,26.3721,0.211378,0.563875,0.486335,0.317974
Bambino,326,46.7889,2.99264,24.9755,0.15859,0.495232,0.425157,0.268902
Tawny Daylilly,327,91.0632,1.11238,10.6669,0.786226,0.933588,0.89487,0.819558
Land of Trees,328,85.5648,0.630722,15.1418,0.671207,0.877999,0.834556,0.726354
Knit Cardigan,329,81.2462,1.20718,18.0881,0.589174,0.839963,0.785561,0.658684
Castaway Beach,330,78.7452,1.19375,19.3315,0.544877,0.814556,0.75835,0.623257
Refined,331,73.3428,0.756869,21.6008,0.456883,0.756351,0.701229,0.55066
All Nighter,332,59.4794,1.56139,22.7687,0.275493,0.615095,0.554881,0.40402
Grasslands,333,46.0796,2.0062,21.728,0.153276,0.478208,0.420793,0.2844
Sedona,334,89.3001,0.542118,9.17355,0.748019,0.906215,0.876921,0.811347
Illusive Dream,335,85.9235,1.59883,11.1447,0.678342,0.880738,0.836742,0.760152
Soft Leather,336,75.9295,1.83408,11.3599,0.497726,0.772971,0.727683,0.6521
Urban Charm,337,67.2099,2.07428,12.956,0.369106,0.683991,0.634659,0.550446
Whipcord,338,60.8625,2.52309,16.4202,0.290918,0.626011,0.567543,0.462393
Ceramic Pot,339,55.0687,2.61267,16.3053,0.229965,0.566056,0.50867,0.406472
Nightfall,340,36.0118,3.83052,14.9866,0.090143,0.380738,0.322092,0.238328
Loch Ness,341,89.7124,-0.066298,9.9731,0.75684,0.908056,0.882854,0.809744
Velum Smoke,342,83.0585,0.357442,11.5117,0.622731,0.840683,0.80831,0.726347
Cantera,343,79.7252,0.44594,12.0724,0.56196,0.805883,0.771769,0.686699
Courtyard,344,77.0937,0.894274,14.4871,0.516876,0.785209,0.74196,0.641392
Travertine Path,345,70.2905,0.425692,16.0571,0.411637,0.711314,0.670415,0.559448
Northeast Trail,346,56.6405,1.6289,19.307,0.245563,0.580691,0.526356,0.400737
Jungle Cover,347,41.9694,1.65881,15.9693,0.124802,0.427452,0.382663,0.285137
Dried Grass,348,85.3959,0.062864,11.7018,0.667863,0.864769,0.834594,0.750005
Reseda,349,80.4423,0.593282,12.7316,0.574683,0.81617,0.779088,0.689504
Helen of Troy,350,75.2886,0.877068,14.2687,0.487388,0.765016,0.722681,0.6241
Mohalla,351,64.2888,1.09047,16.8062,0.331582,0.653266,0.606064,0.493483
Shagbark Olive,352,56.588,0.217208,16.5058,0.24503,0.566542,0.529341,0.419315
Becker Gold,353,45.2687,2.05951,20.072,0.147347,0.468237,0.413002,0.288168
Austere,354,44.4611,0.162132,19.7644,0.141597,0.448235,0.409355,0.28235
Twinkle Twinkle,355,95.3262,-0.770097,4.97336,0.88393,0.953841,0.948156,0.909328
Moth Mist,356,92.9777,-0.850523,6.76603,0.829161,0.93119,0.921691,0.869639
Moss Island,357,87.5274,-1.5368,8.10399,0.710872,0.868333,0.862495,0.799568
Silky Green,358,77.8289,-0.628864,12.6643,0.52922,0.778643,0.753747,0.662099
Green Sleeves,359,62.4466,0.063773,19.1168,0.309277,0.630857,0.589107,0.45858
Land Before Time,360,53.4073,0.553511,20.2287,0.214211,0.541794,0.496229,0.363018
Georgia on My Mind,361,45.0513,0.393628,18.6269,0.145784,0.453975,0.414675,0.29548
Pale Quartz ,362,92.6333,-0.203541,8.28808,0.821324,0.935891,0.916005,0.854477
Mission Hills,363,87.3272,-0.061749,12.2803,0.706757,0.886554,0.856075,0.766537
Stone Hearth,364,80.1446,0.043599,15.8629,0.569377,0.815238,0.776718,0.66322
Abbey Stone,365,62.9,0.255153,18.2039,0.314671,0.63539,0.593456,0.469569
Owlet,366,55.5579,0.610673,21.7782,0.234746,0.566601,0.517469,0.372848
Chocolate Velvet,367,49.3519,0.242459,20.1387,0.178814,0.498342,0.456757,0.325201
Folk Tales,368,45.1547,0.985431,21.1013,0.146526,0.461932,0.414141,0.27989
Saturnia,369,87.3419,-0.950099,6.86656,0.707058,0.867831,0.859239,0.806877
Palatine,370,79.9547,-1.54391,8.74892,0.566011,0.786616,0.779475,0.713081
Fiorito,371,76.9892,-1.95075,7.83593,0.515139,0.749422,0.748519,0.688104
Historic Shade,372,68.6531,-0.868079,12.2374,0.388647,0.677519,0.656698,0.569704
Burning Idea,373,57.5789,-1.39935,13.8867,0.255203,0.56145,0.543278,0.446758
Candle Wax,374,44.6981,-1.04461,13.7719,0.143269,0.434215,0.414854,0.324219
African Queen,375,39.8774,-0.967084,17.0646,0.111772,0.392627,0.368216,0.25834
Bleached Meadow,376,91.1058,-0.1157,8.36572,0.787163,0.919602,0.89873,0.837077
Montezuma,377,82.2772,-0.682847,11.9414,0.608113,0.825364,0.80221,0.714603
Garden Hedge,378,77.9291,-0.937974,13.16,0.530916,0.778516,0.755481,0.659472
Orestes,379,63.7468,-1.58084,12.6328,0.324912,0.621692,0.607079,0.516872
Mirrored Willow,380,56.1715,-0.96994,14.7657,0.240837,0.551466,0.52798,0.427
Sonata,381,50.8139,-1.31051,15.4609,0.191085,0.49604,0.475066,0.37049
Mount Olive,382,43.6444,0.700897,19.7105,0.135936,0.443322,0.40035,0.275366
Natural Whisper,383,92.2299,-0.63256,13.2388,0.812209,0.939277,0.911759,0.81259
Cheese Please,384,90.9988,-0.522181,13.7913,0.784807,0.927452,0.897674,0.794995
Howdy Neighbor,385,84.46,-0.612076,21.288,0.649539,0.868637,0.824565,0.66843
Hippolita,386,78.7152,-0.603992,24.9104,0.544358,0.811401,0.761588,0.581268
Goldie Oldie,387,70.7567,-0.942057,30.5532,0.418345,0.730632,0.676753,0.45826
Shiny Gold,388,65.7554,-0.340054,32.435,0.350087,0.682953,0.622784,0.394857
Gold Sparkle,389,45.7612,0.274539,27.8509,0.150929,0.471784,0.420914,0.238546
Olive Tint,390,92.9454,-0.991598,10.3298,0.828423,0.938111,0.921092,0.84235
Crispa,391,88.8729,-0.59765,15.6681,0.738951,0.907003,0.873957,0.757776
Alsot Olive,392,85.532,-0.824166,19.1859,0.670555,0.875067,0.837128,0.695496
Inviting Gesture,393,78.7187,-0.757225,20.374,0.544419,0.80241,0.762572,0.614852
High Chief,394,72.9995,-1.27017,23.6444,0.451637,0.7421,0.702066,0.531733
Crack Willow,395,67.4447,-1.23785,28.8041,0.37224,0.690284,0.642823,0.438076
Wing Man,396,47.0384,-1.27392,31.3453,0.160487,0.479168,0.436338,0.224553
Hidden Paradise ,397,92.7009,-2.52373,10.7407,0.82286,0.924584,0.922002,0.836246
Island Embrace,398,86.4549,-2.55197,18.8441,0.689008,0.872034,0.851461,0.707519
Sawgrass Cottage,399,82.1847,-3.00397,22.4796,0.606398,0.828372,0.805199,0.634975
New Foliage,400,75.9397,-2.81561,23.3222,0.497893,0.762729,0.73708,0.563838
Bamboo Forest,401,69.0243,-2.24275,25.8279,0.393781,0.696033,0.662002,0.475352
Sabo Garden,402,58.6687,-1.92931,29.3299,0.266711,0.593116,0.55378,0.348315
Tropical Twist,403,50.7605,-1.47451,29.1962,0.190627,0.513668,0.473473,0.274544
Translucent Vision,404,90.7532,-3.47161,10.4635,0.779415,0.894871,0.902552,0.816768
Planet Earth,405,87.428,-4.35232,12.5294,0.708826,0.855936,0.867373,0.764888
Home Body,406,83.4374,-5.01224,14.4845,0.629905,0.811328,0.824659,0.707289
Vapor,407,78.1256,-5.48594,16.7187,0.534256,0.754666,0.767579,0.634517
Rediscover,408,73.5541,-5.88096,19.5523,0.460132,0.708166,0.718941,0.566247
Green Cast,409,59.9109,-6.11401,23.9826,0.280245,0.570576,0.576022,0.397684
Old School,410,43.5765,-4.9038,19.8984,0.135472,0.408015,0.411234,0.272117
Cyprus Spring,411,95.2618,-0.904774,3.66934,0.882397,0.948792,0.947986,0.918463
Sublime,412,93.3284,-1.6312,5.92092,0.837192,0.927023,0.927658,0.879754
Speak to Me ,413,88.4158,-1.63998,7.0165,0.729331,0.874827,0.872751,0.817369
Plume Grass,414,79.6598,-3.398,11.2658,0.560809,0.77521,0.780209,0.691141
French Pear,415,64.5978,-4.44991,17.7574,0.335425,0.620211,0.62158,0.488622
Taffeta Sheen,416,53.6278,-4.88227,18.915,0.216259,0.506469,0.510256,0.37294
Aloe Leaf,417,41.2445,-5.68709,20.4661,0.120179,0.381179,0.390307,0.246913
Onion Skin,418,92.1098,-0.561871,6.37601,0.809508,0.922741,0.911347,0.863028
Poseidon's Beard,419,85.5414,-0.702022,7.84381,0.670741,0.852079,0.838639,0.780059
Dave's Den,420,77.331,-0.733814,9.02628,0.520839,0.764737,0.749175,0.683312
Silverado Ranch,421,68.5018,-2.01072,6.76269,0.386566,0.656192,0.658507,0.606806
Everlasting Sage,422,61.352,-2.53494,7.28154,0.296511,0.57922,0.585227,0.529873
Eye of the Storm,423,44.4914,-1.8288,8.59323,0.14181,0.418099,0.415125,0.356197
Monogram,424,36.748,-1.14236,9.39605,0.0940251,0.349838,0.340004,0.279512
Pale Green Tea,425,89.6353,-1.98555,7.76665,0.755184,0.887508,0.88699,0.825055
September Song,426,85.8047,-3.44592,7.75959,0.675972,0.833917,0.84806,0.783014
Arbor Vitae,427,77.6486,-5.9082,10.085,0.526174,0.731932,0.764317,0.677963
Lucky Day,428,62.2299,-6.69414,14.124,0.306721,0.572741,0.602292,0.490138
Pendula Garden,429,53.1416,-6.18199,13.8682,0.21176,0.48376,0.508642,0.402659
Vegetarian,430,38.5253,-4.84442,12.1177,0.103853,0.347652,0.363675,0.277499
Clover Patch,431,30.6693,-3.8394,8.44772,0.0651208,0.275133,0.289324,0.230704
Sweet Spring,432,93.4085,-2.02968,7.20486,0.839032,0.92796,0.929307,0.870869
Grassy Glade,433,87.3605,-4.14348,8.55907,0.707441,0.84758,0.866751,0.793851
Lush Meadow,434,80.2122,-7.04295,11.3093,0.57058,0.753681,0.794497,0.695973
Big Fish,435,65.6146,-6.52365,9.76463,0.348281,0.599656,0.63772,0.555047
Fern Gully,436,56.854,-6.79658,12.4394,0.247734,0.513858,0.547577,0.448535
Bowling Green,437,50.0881,-7.2465,12.6034,0.184925,0.443638,0.480453,0.381677
Delicious,438,38.812,-5.62782,13.1579,0.1055,0.347023,0.367773,0.273213
Numero Uno,439,90.7984,-2.59181,3.46337,0.780405,0.885112,0.902104,0.870018
Pale Loden,440,83.6313,-3.1395,3.37799,0.633598,0.801709,0.824167,0.791869
Slate Stone,441,72.5457,-4.19696,3.16596,0.444763,0.674006,0.706783,0.67435
Dowager,442,57.2338,-4.89489,4.32014,0.251629,0.513642,0.548602,0.508389
Serpentine,443,39.6366,-1.76388,7.74009,0.110333,0.370294,0.368631,0.316401
Grime,444,34.5357,0.296438,8.85368,0.0826839,0.336994,0.316617,0.263257
Deep Shadow,445,31.7587,1.44895,8.87518,0.0697883,0.317988,0.288831,0.238625
Sealskin Shadow,446,93.1313,-2.11103,2.90567,0.832673,0.913459,0.927123,0.90022
Metal Flake,447,87.4157,-2.21586,2.43972,0.708574,0.847997,0.863818,0.840394
Ice Flow,448,78.1404,-3.11217,2.41049,0.534509,0.740019,0.764489,0.73959
Cannon Ball,449,65.1084,-3.99756,3.49665,0.341841,0.5986,0.627901,0.594388
River God,450,45.4266,-2.14869,7.2641,0.148489,0.422504,0.425024,0.373707
Evening Dove,451,34.652,-1.0991,9.16448,0.0832559,0.330055,0.32047,0.262088
Ruggero Grey,452,28.9044,-0.277022,9.53004,0.0580088,0.282578,0.266474,0.209314
Feather Fern,453,87.0577,-4.15089,5.24996,0.701241,0.836076,0.863951,0.8152
Marble Green,454,83.9282,-4.90462,4.7423,0.639278,0.794645,0.831293,0.784706
Favored One,455,80.3135,-5.66754,5.10786,0.572384,0.750437,0.793453,0.742809
Fair Maiden,456,71.5369,-6.91932,5.29113,0.429734,0.647804,0.701713,0.648039
Heavenly Garden,457,65.3854,-8.03179,5.60024,0.345355,0.576087,0.639122,0.581768
Malarca,458,50.8468,-8.23269,6.27641,0.191368,0.43037,0.490764,0.431393
Pleasant Hill,459,36.7172,-7.25727,5.95358,0.0938604,0.30257,0.351875,0.299995
Just a Little,460,88.5003,-2.70224,4.19494,0.731103,0.860639,0.876689,0.839159
Calm Breeze,461,84.4643,-4.40015,3.14349,0.649623,0.800348,0.836282,0.802448
Resting Place,462,79.5704,-5.71659,3.69658,0.559238,0.738455,0.785709,0.74513
Gaelic Garden,463,71.7511,-6.50119,2.45027,0.432897,0.646028,0.703528,0.670688
Kathleen's Garden,464,64.3911,-7.41273,1.61542,0.332851,0.560425,0.628041,0.599583
Earthen Cheer,465,49.107,-8.61158,2.21704,0.176811,0.400543,0.474761,0.441464
Green Column,466,33.2751,-5.59557,2.93724,0.0766493,0.276015,0.317122,0.287783
Sweet Ariel,467,92.0566,-2.72525,2.87832,0.808314,0.896549,0.916573,0.88835
Mellow Blue,468,88.9417,-4.69498,1.28681,0.740406,0.84216,0.886779,0.865378
D?j? Vu,469,82.3065,-7.53434,0.41383,0.608657,0.74452,0.820197,0.798498
Dreaming of the Day,470,76.3373,-8.59099,-0.773528,0.50438,0.668737,0.757792,0.74238
Miracle Bay,471,58.6853,-9.28554,-3.25394,0.266889,0.473876,0.573631,0.574322
Micropolis,472,44.4365,-9.91781,-1.661,0.141424,0.334747,0.431835,0.421334
Atlantic Waves,473,25.7791,-10.699,-4.30974,0.0467199,0.14912,0.258548,0.263606
Raindance,474,87.6161,-4.06775,3.58903,0.712703,0.838639,0.870212,0.833706
Foggy Mist,475,83.0759,-3.95981,1.42615,0.62306,0.784208,0.820316,0.800055
Lighthouse View,476,78.5844,-5.2083,2.0821,0.542106,0.727655,0.774125,0.746385
Ocean Cruise,477,73.6638,-4.96572,1.30568,0.461825,0.675133,0.720736,0.69941
Singing in the Rain,478,63.1896,-5.87419,0.362717,0.318149,0.556732,0.612484,0.596171
Stairway to Heaven,479,46.6386,-4.53125,0.211471,0.157453,0.401976,0.442698,0.431262
Deep Sea Shadow,480,36.5606,-4.52418,0.122317,0.0930267,0.306822,0.346093,0.335762
Dream Catcher,481,89.6674,-4.55979,2.80949,0.755873,0.855311,0.894275,0.862043
Powdered Pool,482,84.2268,-5.98091,0.964875,0.645026,0.779396,0.837672,0.815671
Indulgence,483,76.8989,-6.93484,-1.85885,0.513639,0.685064,0.76041,0.75656
Stormy Bay,484,69.8859,-7.76405,-2.31134,0.405874,0.603334,0.687218,0.684712
North Beach Blue,485,62.6104,-8.73253,-3.42597,0.311218,0.517422,0.613066,0.616096
Paradise City,486,47.2103,-8.01342,-3.44089,0.161804,0.371074,0.455719,0.460377
Deep Space,487,34.1423,-6.59141,-2.72127,0.0807679,0.262235,0.327766,0.330748
Luna Light,488,81.6007,-4.72276,0.350263,0.595641,0.759326,0.806122,0.791763
Whirlwind,489,77.8332,-4.98771,-0.302137,0.529292,0.714974,0.765894,0.755668
Beacon Fog,490,68.5329,-4.87017,-2.77697,0.386994,0.611027,0.666731,0.674166
Smoky Day,491,58.0881,-6.02423,-3.96526,0.260538,0.491943,0.560975,0.573561
Polar Pond,492,50.1343,-5.97571,-2.06072,0.185313,0.419123,0.480419,0.480444
Spacebox,493,43.8287,-5.79391,-2.39915,0.1372,0.358953,0.418226,0.420826
Dark River,494,28.344,-2.48635,-1.32825,0.0558637,0.243101,0.267062,0.269763
Breakwaters,495,89.9959,-4.98691,1.01555,0.762946,0.850697,0.899243,0.879035
Cape Hope,496,83.054,-7.1143,-1.98844,0.622648,0.749143,0.827864,0.824415
Restful Retreat,497,78.4847,-7.40831,-3.78293,0.540394,0.692398,0.778962,0.787625
Wonder Land,498,68.8784,-8.82608,-5.6617,0.391758,0.573918,0.679374,0.69764
Ocean Melody,499,61.0843,-9.07607,-6.84022,0.293443,0.488326,0.598532,0.623864
Bowman Blue,500,45.7386,-8.55695,-6.18638,0.150764,0.343946,0.442743,0.46383
Calm Interlude,501,31.3146,-5.83894,-4.65433,0.0678597,0.236823,0.300613,0.316583
Ocean Crest,502,87.5541,-2.11897,-1.0273,0.711423,0.841146,0.865723,0.867723
Water Droplet,503,80.1797,-3.53929,-3.99763,0.570001,0.741343,0.788684,0.808285
Indian Tears,504,70.7059,-4.86018,-7.89541,0.41761,0.618652,0.690593,0.733612
In Good Taste,505,62.1021,-4.04305,-8.06821,0.30522,0.535908,0.598741,0.643718
Ocean Storms,506,52.9412,-4.5013,-9.06427,0.209924,0.437327,0.506619,0.555754
Deep Lagoon,507,44.7024,-3.68077,-7.57705,0.143299,0.368311,0.423381,0.463329
Midnight Magic ,508,30.0666,0.365249,-2.22326,0.0626304,0.27505,0.2772,0.291135
Beryl Pearl,509,90.0453,-0.655437,1.54655,0.764012,0.88697,0.889389,0.876386
Sacred Spring ,510,81.4325,-1.0848,-1.90716,0.592567,0.779983,0.796227,0.807094
Cystern,511,71.4999,-1.75394,-3.67238,0.429189,0.663807,0.6913,0.712514
Overcast Day,512,62.7798,-2.27379,-6.03475,0.313235,0.56264,0.601531,0.63696
Backwater,513,46.703,-1.61537,-5.74534,0.157939,0.408189,0.438323,0.471409
Thunderstorm,514,38.5687,-1.34883,-5.65042,0.104102,0.333005,0.359662,0.391608
Silent Sea,515,17.4836,0.05012,-0.958615,0.0240504,0.166591,0.168252,0.173592
Diamond Stud,516,87.4767,-0.07618,0.570165,0.709828,0.860488,0.859688,0.855353
Cool Elegance,517,83.2127,0.1227,-0.507176,0.625645,0.812374,0.812534,0.81649
Let It Rain,518,74.6898,0.194268,-2.86228,0.477861,0.71469,0.720626,0.741192
Baby Seal,519,66.6951,-0.65216,-5.28649,0.362298,0.617507,0.638482,0.673114
Slate Tint,520,53.5375,-0.596658,-7.41711,0.215418,0.478096,0.504043,0.55129
Dolphin Dream,521,46.6251,-0.099733,-5.92942,0.157352,0.417873,0.434407,0.472058
Octavius,522,24.0564,0.571688,-3.92446,0.0411758,0.219212,0.223751,0.247336
Felicity,523,90.6966,-0.427524,2.85992,0.778177,0.899332,0.895856,0.873815
Nomadic Travels,524,82.2813,-1.48965,0.284725,0.60819,0.791845,0.806053,0.800218
Marseilles,525,75.4511,-1.47274,-0.49812,0.489997,0.716309,0.732245,0.732067
Metropolis Mood,526,65.6698,-2.23989,-3.12396,0.348989,0.600695,0.630963,0.646908
London Road,527,55.6182,-2.67969,-2.60873,0.23534,0.496484,0.528619,0.539642
Greybeard,528,43.3957,-2.07635,-1.72335,0.134243,0.383589,0.406529,0.412792
Black Licorice,529,24.8283,-0.751964,-0.132884,0.0436023,0.226078,0.232459,0.231688
Metro,530,85.0853,-0.749217,2.21164,0.661744,0.83313,0.834672,0.81678
Snowglory,531,80.431,-0.350906,2.0844,0.574481,0.785007,0.78291,0.767148
Rand Moon,532,74.3231,-0.332831,1.55767,0.472088,0.71804,0.717178,0.705415
Techile,533,66.1658,-0.727482,0.027153,0.355385,0.625284,0.632207,0.630245
Subtle Shadow,534,53.9961,-0.832468,-0.825135,0.219708,0.498209,0.508026,0.511505
Zen Retreat,535,39.3265,-1.29168,0.178987,0.108499,0.354933,0.365782,0.36183
Subway,536,29.2376,-0.126683,1.21282,0.0593095,0.271843,0.270205,0.262778
Dove's Wing,537,89.0329,0.133214,3.02087,0.742339,0.885547,0.875979,0.854314
Santo,538,84.5512,0.672286,2.91904,0.651311,0.83985,0.825273,0.805976
Place of Dust,539,79.082,0.471409,2.05345,0.550708,0.776486,0.766346,0.752957
Praise Giving,540,72.2752,0.168394,1.55603,0.4407,0.699929,0.694204,0.683771
Smoky Tone,541,64.8542,-0.404068,0.150243,0.338637,0.614324,0.617798,0.615788
Captain Nemo,542,53.8613,0.538725,0.15711,0.218442,0.508866,0.503516,0.503756
November Storms,543,26.7134,0.952911,2.7512,0.0499252,0.258783,0.245367,0.231358
Venetian Wall,544,88.3121,1.63082,4.09255,0.72716,0.891562,0.864151,0.838661
Old Grey Mare,545,85.9973,0.679187,1.91553,0.679817,0.853361,0.841312,0.829225
Paternoster,546,80.0531,-0.128063,0.424993,0.567754,0.77844,0.778565,0.775212
Tin Man,547,70.7653,0.82794,0.083666,0.41847,0.685182,0.676921,0.678406
Jet Gray,548,63.8365,1.19671,0.42848,0.32601,0.616013,0.60355,0.603568
Emu,549,47.2011,2.48346,1.51514,0.161734,0.458867,0.433202,0.429289
Gargoyle,550,36.625,4.49575,4.52074,0.0933688,0.374765,0.327606,0.310158
Orchid Shadow,551,80.0222,1.73081,2.56383,0.567206,0.797333,0.773417,0.759606
North Island,552,74.6447,1.90653,1.97191,0.477148,0.739029,0.715263,0.706259
Smoky Wings,553,70.7202,2.01095,2.49351,0.417817,0.699053,0.673263,0.661003
Sparrow,554,61.808,1.69022,0.540064,0.301785,0.598777,0.581481,0.581959
Ocean Frigate,555,50.3106,1.4325,-0.253697,0.186799,0.478673,0.466307,0.47131
Smokescreen,556,37.6957,2.83396,2.18369,0.0991848,0.370482,0.341537,0.334489
Evermore,557,26.9569,3.03604,2.88183,0.0507837,0.27344,0.243288,0.233041
Queen Anne's Lace,558,93.481,-0.117032,5.48016,0.840703,0.939385,0.925749,0.885066
Always Neutral,559,86.3115,1.17889,6.9123,0.686119,0.872559,0.842714,0.795709
Awakening,560,82.1682,1.99092,7.75964,0.606092,0.834695,0.795236,0.744749
Indian Hills,561,68.4947,1.6615,6.6795,0.386468,0.682222,0.649998,0.608006
Sultry Castle,562,58.9191,1.60866,5.67228,0.269404,0.57972,0.551315,0.517198
Vigilant,563,51.4058,1.58822,6.99436,0.196209,0.505844,0.475702,0.433764
Bad Hair Day,564,36.7864,2.9036,9.66149,0.0942305,0.375262,0.331901,0.278949
Eskimo Boot,565,91.3105,0.468704,5.06128,0.791686,0.918524,0.90013,0.864268
Sheepskin,566,80.7738,1.55696,6.45326,0.580629,0.813291,0.781341,0.739252
Hearthstone,567,77.5035,1.72518,7.38637,0.523733,0.78092,0.745451,0.697533
Cloudy Today,568,66.0238,1.05435,5.85261,0.353546,0.650101,0.625715,0.588193
Fireplace Mantel,569,52.4411,1.67573,7.86027,0.205389,0.518503,0.485661,0.438076
Grey Locks,570,45.0948,1.83298,7.54431,0.146096,0.445736,0.413315,0.369443
Terra Pin,571,33.1958,1.0344,7.94976,0.07628,0.32744,0.302901,0.257046
Power Lunch,572,84.0296,-0.330842,5.51018,0.641227,0.83277,0.821536,0.780986
Chintz,573,75.9182,0.461498,7.02079,0.497542,0.753769,0.731494,0.683119
Shark Fin,574,67.0747,-0.528831,4.96371,0.36731,0.647889,0.640456,0.605012
Greystoke,575,55.6665,-0.352677,4.8901,0.235817,0.531408,0.522882,0.48962
Stormy Weather,576,48.4618,-0.06006,7.07057,0.171606,0.46576,0.45027,0.404411
King Fischer,577,44.7949,0.091385,7.03264,0.143955,0.430654,0.414237,0.369625
Philosophically Speaking,578,30.846,0.829757,7.4785,0.0658633,0.303675,0.281986,0.239062
Turkish Tower,579,86.5136,-0.932496,3.72128,0.690192,0.851209,0.850576,0.821202
Rippled Rock,580,79.1842,-1.54454,4.38402,0.552485,0.768088,0.77182,0.736715
Fossilized,581,74.4641,-1.92515,4.02459,0.474302,0.713636,0.721968,0.688888
Paved Path,582,55.6439,-2.64096,1.77546,0.235594,0.508008,0.528094,0.510159
Billowing Smoke,583,47.3678,-2.46046,3.45962,0.163017,0.431326,0.44513,0.417299
Tornado Wind,584,41.7161,-2.16642,2.23422,0.123173,0.376228,0.389988,0.371159
Oyster Catch,585,31.8381,-1.53716,3.58311,0.0701369,0.291232,0.296186,0.271432
Wind Blown,586,89.8804,-1.7067,-2.54217,0.760454,0.865952,0.890817,0.90494
Atmospheric Pressure,587,82.8612,-2.28855,-10.0796,0.619018,0.762291,0.816166,0.882573
Babbling Creek,588,74.5775,-2.77143,-15.1578,0.476087,0.652954,0.728595,0.827937
Celestial Horizon,589,60.3787,-3.21531,-19.278,0.285459,0.48661,0.581398,0.703226
Madonna Blue,590,49.0207,-2.34641,-21.5268,0.176108,0.370888,0.465657,0.5991
Blue Jacket,591,46.7295,-2.3497,-21.6099,0.15814,0.347869,0.443184,0.57597
Quiet Peace,592,30.8899,-0.794178,-17.3741,0.0660486,0.227945,0.289666,0.391153
Surf's Surprise,593,83.783,-2.56914,-10.558,0.636495,0.76849,0.827013,0.896305
Simply Sparkling,594,78.7051,-3.28509,-16.0919,0.544185,0.689369,0.774419,0.880232
Sail into the Horizon,595,74.9799,-3.12725,-19.4399,0.482461,0.638883,0.734602,0.863195
Lazy Day,596,70.0885,-2.6623,-21.039,0.408753,0.585169,0.681798,0.820778
Himalaya Sky,597,60.742,-2.66802,-27.1584,0.289551,0.461959,0.585698,0.76186
Caribbean Current,598,49.4877,-1.86322,-30.3425,0.179931,0.33766,0.471316,0.663059
Florida Waters,599,31.0333,3.9945,-36.6275,0.0666565,0.164988,0.286331,0.512841
Melting Glacier,600,93.933,-0.828999,0.49868,0.851158,0.926264,0.933424,0.927571
Cool Sky,601,90.1306,-2.01124,-4.92033,0.765857,0.859563,0.894767,0.925466
Fluid Blue,602,84.8679,-2.87761,-12.2267,0.657484,0.772387,0.83998,0.920689
Angela Bay,603,77.1846,-2.5401,-20.8521,0.518393,0.662208,0.757283,0.898016
Blue Skies Today,604,70.6596,-1.26662,-26.0448,0.416942,0.583465,0.685818,0.862988
Capri Isle,605,47.5893,2.25451,-38.8795,0.164732,0.309475,0.446248,0.700607
Frozen Blue,606,28.3515,9.26651,-34.4971,0.0558921,0.206451,0.250349,0.472816
Brush Blue,607,88.9514,-2.8572,-7.19834,0.740612,0.832964,0.884096,0.929124
Modern Blue,608,82.6789,-4.34869,-14.7664,0.6156,0.727657,0.819869,0.914688
Innuendo,609,74.8476,-4.86466,-23.9057,0.48036,0.604271,0.738042,0.893754
Blue Parlor,610,68.5355,-4.36475,-28.5647,0.387028,0.521102,0.670845,0.857044
Bashful Blue,611,59.9117,-2.5706,-35.5225,0.280254,0.410975,0.579014,0.811068
Parkwater,612,50.3141,-1.96791,-40.4117,0.186829,0.279133,0.482356,0.740001
Blue Highlight,613,32.1112,7.68079,-39.7063,0.0713451,0.195431,0.289149,0.543643
Simple Serenity,614,85.7691,-4.40109,-7.99813,0.675265,0.782933,0.852636,0.899242
Blue Bayou,615,80.6344,-5.42733,-12.2957,0.578125,0.704855,0.799495,0.873631
Bluette,616,75.1366,-6.49697,-16.8299,0.484958,0.620747,0.74325,0.84563
John's Blue,617,65.2062,-6.25288,-19.2658,0.343079,0.509428,0.637902,0.754595
Heavenly Sky,618,58.0471,-6.53159,-22.8003,0.260106,0.417812,0.565212,0.702263
Honky Tonk Blue,619,43.1441,-6.07143,-23.9001,0.132544,0.265522,0.416179,0.553833
Star-Studded,620,27.4277,-0.950626,-16.7111,0.0524718,0.197818,0.258689,0.354085
Nuance,621,87.3628,-3.36399,-2.81485,0.707487,0.824169,0.866868,0.878679
Serene Setting,622,83.2705,-3.51307,-5.41608,0.626739,0.770844,0.822621,0.852617
Pompeii Ruins,623,79.2297,-4.5695,-8.39358,0.553278,0.70967,0.781524,0.829775
Blue Pot,624,69.9803,-4.24235,-11.4915,0.407214,0.604663,0.682217,0.751469
North Sea,625,62.8553,-4.39182,-13.9382,0.314137,0.521539,0.608391,0.69239
